black,91
live,77
matter,76
georg,60
floyd,60
christian,56
blacklivesmatt,43
protest,40
blm,37
america,32
polic,31
mask,28
republ,28
httpstcoxwlijgyw,28
paint,27
say,27
us,26
street,24
racism,23
support,21
man,20
dont,20
funer,19
fix,18
peopl,18
anoth,16
wear,16
endors,15
jordan,14
amp,14
cop,13
also,13
shot,13
nation,12
foster,12
tell,12
mani,12
antifa,12
racist,11
go,11
death,11
kill,11
call,11
use,11
portland,10
need,10
somebodi,10
jim,10
arent,10
hand,10
sanit,10
realdonaldtrump,10
terrorist,10
movement,10
organ,10
kneel,10
know,9
noth,9
cain,9
day,9
american,9
get,8
make,8
de,8
expos,8
moral,8
never,8
help,8
trump,8
month,8
obama,8
carlson,8
one,8
show,7
everi,7
drive,7
trustfund,7
crazier,7
selfmad,7
bankruptci,7
grace,7
intellig,7
possess,7
bill,7
mural,7
peac,7
hear,7
even,7
take,7
john,7
love,7
presid,7
time,7
joebiden,7
duti,7
armi,7
sergeant,7
tucker,7
polit,7
citi,6
work,6
en,6
hes,6
crime,6
surg,6
blasio,6
queen,6
httpstcoycnsvyna,6
got,6
today,6
herman,6
fuck,6
lewi,6
still,6
hero,6
activ,6
anthem,6
attack,6
world,6
like,6
major,5
includ,5
protestor,5
vote,5
remind,5
brutal,5
instead,5
away,5
cant,5
ago,5
african,5
white,5
garret,5
serv,5
afghanistanaustin,5
pd,5
confirm,5
point,5
rifl,5
defend,5
drove,5
safeti,5
httpstcojbhskjgm,5
nba,5
player,5
season,5
thursday,5
want,5
think,5
murder,5
countri,5
arrest,5
case,4
new,4
seen,4
didnt,4
werent,4
la,4
polici,4
violenc,4
austin,4
back,4
parti,4
justic,4
demonstr,4
right,4
way,4
stop,4
state,4
yall,4
understand,4
good,4
violent,4
hologram,4
woman,4
great,4
platform,4
real,4
former,4
seem,4
restart,4
shirt,4
ta,4
barack,4
sleaziest,4
dishonest,4
figur,4
histori,4
httpstcokcrngucfex,4
attent,4
dead,4
must,4
imagin,4
mort,4
klein,4
zoa_nat,4
equal,4
wrong,4
social,4
loot,4
minneapoli,4
two,4
week,4
evid,3
outbreak,3
direct,3
link,3
protestsif,3
york,3
wouldv,3
enorm,3
resurg,3
wore,3
close,3
spacejim,3
fool,3
activist,3
realiti,3
post,3
biden,3
night,3
sign,3
updat,3
alreadi,3
happen,3
famili,3
im,3
celebr,3
manjust,3
republicansick,3
jim_jordan,3
wallac,3
someon,3
absolut,3
report,3
lot,3
rt,3
deserv,3
televis,3
coverag,3
receiv,3
caus,3
fact,3
virginia,3
statu,3
stood,3
ban,3
charg,3
offic,3
brown,3
head,3
stand,3
blms,3
